,brand,generic_text,year,mileage,color,plate,price,location,model,transmission,fuel,converted_mileage
139,Isuzu,"D-Max LS 4x2 3.0, M/T, DSL",2019,31T,Sapphire Blue,CAT 3212 (CRE) /                             CS# D1 I154 (WITHOUT PLATES),821000,"Gateway Bus Park, Gen. Trias, Cavite",D-Max LS 4x2 3.0,manual,dsl,31000
140,Isuzu,"D-Max LS 4x2 3.0, M/T, DSL",2019,91T,Titanium Silver,NEU 7173,757000,Bulacan,D-Max LS 4x2 3.0,manual,dsl,91000
141,Isuzu,"D-Max LS 4x4 3.0L, A/T, DSL",2015,168T,Garnet Red,CS# CM4031 (WITHOUT PLATES),655000,"Bolilao, Iloilo",D-Max LS 4x4 3.0L,automatic,dsl,168000
142,Isuzu,"D-Max RZ4E LS 4x2, A/T, DSL",2021,30T,Splash White,BAE 8191,1002000,MOA - PASAY,D-Max RZ4E LS 4x2,automatic,dsl,30000
143,Isuzu,"MU-X LS-A 4x2 3.0L, A/T, DSL",2016,252T,Splash White,ACU 5801   (CRE)             KCU 5801 (ACTUAL),613000,Panabo City,MU-X LS-A 4x2 3.0L,automatic,dsl,252000
144,Isuzu,"MU-X LS-A 4x2 3.0L, A/T, DSL",2018,57T,Obsidian Gray Mica,FAC 5207,980000,"Bolilao, Iloilo",MU-X LS-A 4x2 3.0L,automatic,dsl,57000
145,Isuzu,"MU-X RZ4E LS-A 4x2 Blue Power, M/T, DSL",2018,82T (per checklist),Silky Pearl White,KAC 2391,922000,Panabo City,MU-X RZ4E LS-A 4x2 Blue Power,manual,dsl,82000
146,Isuzu,"NHR i-Van 18-Str, M/T, DSL",2016,255T (per checklist),Arc White,ACL 6788 (CRE) /                           CS# CP 5037 (WITHOUT PLATES),373000,"Howmart, QC",NHR i-Van 18-Str,manual,dsl,255000
147,Isuzu,"QKR77-Tilt 3.0L Flexi Body with dual AC, M/T, DSL",2020,40T,Arc White,NGB 6982,916000,"Howmart, QC",QKR77-Tilt 3.0L Flexi Body with dual AC,manual,dsl,40000
148,Isuzu,"Traviz L Utility Van w/ Dual A/C , M/T, DSL",2022,30T,Arc White,NEQ 9334,884000,MOA - PASAY,Traviz L Utility Van w/ Dual A/C ,manual,dsl,30000
149,Isuzu,"Traviz S Light Weight Truck Utility Van w/ Dual AC, M/T, DSL",2022,21T,Arc White,NEQ 9235,884000,MOA - PASAY,Traviz S Light Weight Truck Utility Van w/ Dual AC,manual,dsl,21000
150,JMC,"Transporter Van 15 Str 2.8L, M/T, DSL",2020,88T,White,NEV 7437,730000,"Gateway Bus Park, Gen. Trias, Cavite",Transporter Van 15 Str 2.8L,manual,dsl,88000
151,Kia,"K2500 4x2 2.5 Panoramic with dual AC, M/T, DSL",2021,43T,White,FAI 2755      CS# X0 I927 (WITHOUT PLATES),762000,"Bolilao, Iloilo",K2500 4x2 2.5 Panoramic with dual AC,manual,dsl,43000
152,Kia,"K2500 Kargo Panoramic Front A/C 4x2, M/T, DSL",2019,97T,Clear White,NFY 6077,554000,"Howmart, QC",K2500 Kargo Panoramic Front A/C 4x2,manual,dsl,97000
153,Kia,"K2500 Panoramic w/ Dual A/C 4x2 2.5, M/T, DSL",2018,111T,Clear White,NAZ 3654,490000,MOA - PASAY,K2500 Panoramic w/ Dual A/C 4x2 2.5,manual,dsl,111000
154,Kia,"Soluto 1.4 LX, A/T, GAS",2020,33T,Clear White,NGP 9313,405000,"Bolilao, Iloilo",Soluto 1.4 LX,automatic,gas,33000
155,Lexus,"RX 350 3.5L V6 F-Sport, A/T, Gas",2018,77T,White,CS# A4 U697 (WITHOUT PLATES),3195000,"Howmart, QC",RX 350 3.5L V6 F-Sport,automatic,gas,77000
156,Maxus,"G10 1.9L, A/T, DSL",2019,62T,Black,NDL 6520,735000,MOA - PASAY,G10 1.9L,automatic,dsl,62000
157,Mazda,"3 Sedan 1.5L Skyactiv, A/T, Gas",2019,66T (per chekclist),Eternal Blue,CAQ 2114,586000,"Howmart, QC",3 Sedan 1.5L Skyactiv,automatic,gas,66000
158,Mazda,"3 V 1.5 Skyactiv Hatchback, A/T, GAS",2018,41T,Jet Black,NBA 3299,597000,MOA - PASAY,3 V 1.5 Skyactiv Hatchback,automatic,gas,41000
159,Mazda,"3 V Sedan 1.5 Skyactiv, A/T, GAS",2018,33T,Sonic Silver,NBE 4842,639000,MOA - PASAY,3 V Sedan 1.5 Skyactiv,automatic,gas,33000
160,Mazda,"BT-50 4x2 2.2, M/T, DSL",2019,102T,True Red,ZAA 9950,597000,Panabo City,BT-50 4x2 2.2,manual,dsl,102000
161,Mazda,"BT-50 4x4 3.2, A/T, DSL",2020,121T,Aluminum Metallic,ZAB 4717,858000,Panabo City,BT-50 4x4 3.2,automatic,dsl,121000
162,Mazda,"BT-50 4x4 3.2L, A/T, DSL",2019,84T,Aluminum Metallic,ZAB 5824,799000,Panabo City,BT-50 4x4 3.2L,automatic,dsl,84000
163,Mazda,"CX-5 2.2L, A/T, DSL",2019,63T,Deep Crystal Blue,CAR 8307,1199000,MOA - PASAY,CX-5 2.2L,automatic,dsl,63000
164,Mercedes-Benz,"C200 CGI Avantgarde 1.8L, A/T, Gas",2012,21T,Iridium Silver,UQQ 268,906000,"Howmart, QC",C200 CGI Avantgarde 1.8L,automatic,gas,21000
165,Mercedes-Benz,"C250 AMG, A/T, GAS",2016,21T,Diamond White,NCJ 7080,2056000,MOA - PASAY,C250 AMG,automatic,gas,21000
166,Mercedes-Benz,"C250 Coupe, A/T, GAS",2016,43T,Obsidian Black,CS# GS 2400 (WITHOUT PLATES),2024000,"Howmart, QC",C250 Coupe,automatic,gas,43000
167,Mercedes-Benz,"GLC 200 Exclusive 2.0L, A/T, Gas",2019,94T,Obsidian Black,NFT 8110        CS# MO C546 (WITHOUT PLATES),2924000,"Gateway Bus Park, Gen. Trias, Cavite",GLC 200 Exclusive 2.0L,automatic,gas,94000
